0.01 26.89 0.32 0.16 9.60 -2.85 2.06 -0.04
0.04 26.99 0.34 0.19 9.61 -3.04 2.23 -0.02
0.06 26.89 0.28 0.18 9.57 -2.89 2.39 0.00
0.08 26.56 0.32 0.18 9.60 -2.86 1.89 -0.20
0.11 26.89 0.34 0.15 9.53 -3.00 2.15 -0.19
0.13 26.65 0.32 0.20 9.57 -3.18 2.22 -0.18
0.15 26.80 0.31 0.18 9.58 -2.75 2.22 0.29
0.17 26.65 0.31 0.17 9.63 -2.87 1.92 0.16
0.20 26.80 0.35 0.23 9.65 -3.05 2.02 -0.15
0.22 26.80 0.33 0.22 9.59 -3.01 2.04 -0.18
0.24 26.70 0.30 0.19 9.59 -3.07 2.13 0.11
0.26 26.65 0.35 0.17 9.55 -3.14 2.39 0.08
0.29 26.80 0.36 0.20 9.64 -2.93 2.03 -0.05
0.31 26.85 0.31 0.21 9.62 -3.02 2.14 -0.18
0.33 26.70 0.34 0.20 9.58 -2.82 1.92 -0.11
0.35 26.56 0.34 0.22 9.53 -3.15 2.02 0.15
0.38 27.09 0.34 0.22 9.59 -2.80 2.17 -0.11
0.40 26.80 0.33 0.20 9.60 -3.00 1.89 0.09
0.42 26.70 0.33 0.17 9.59 -2.91 1.92 -0.10
0.45 26.80 0.34 0.17 9.58 -3.08 1.95 0.15
0.47 26.85 0.31 0.19 9.59 -3.10 2.01 -0.18
0.49 26.70 0.33 0.21 9.61 -3.12 2.23 0.07
0.51 26.70 0.33 0.18 9.62 -2.86 2.02 0.05
0.54 26.80 0.35 0.21 9.61 -2.99 2.22 -0.16
0.56 26.89 0.34 0.17 9.59 -2.96 1.92 0.20
0.58 26.89 0.32 0.21 9.63 -2.94 1.95 -0.06
0.60 26.80 0.33 0.22 9.60 -2.94 2.03 -0.19
0.63 26.56 0.30 0.16 9.58 -3.15 2.08 -0.02
0.65 26.80 0.34 0.19 9.63 -2.99 2.05 0.02
0.67 26.80 0.32 0.20 9.56 -2.95 2.09 0.18
0.70 26.89 0.32 0.17 9.59 -3.12 1.79 0.05
